Time,Source,Destination,Protocol,Length
24.26318,43.250.152.66,172.30.1.7,TCP,1288
24.263181,43.250.152.66,172.30.1.7,TCP,1514
24.263182,43.250.152.66,172.30.1.7,TLSv1.3,1514
24.263183,43.250.152.66,172.30.1.7,TLSv1.3,1514
24.263184,43.250.152.66,172.30.1.7,TLSv1.3,1514
24.263184,43.250.152.66,172.30.1.7,TLSv1.3,1514
24.263185,43.250.152.66,172.30.1.7,TCP,1514
24.263186,43.250.152.66,172.30.1.7,TCP,1514
24.263187,43.250.152.66,172.30.1.7,TCP,1514
24.263188,43.250.152.66,172.30.1.7,TCP,1514
24.263188,43.250.152.66,172.30.1.7,TCP,1514
24.263189,43.250.152.66,172.30.1.7,TCP,1514
24.26319,43.250.152.66,172.30.1.7,TCP,1514
24.263191,43.250.152.66,172.30.1.7,TCP,1514
24.263192,43.250.152.66,172.30.1.7,TCP,1514
24.263193,43.250.152.66,172.30.1.7,TCP,1514
24.263194,43.250.152.66,172.30.1.7,TCP,1514
24.263195,43.250.152.66,172.30.1.7,TCP,1514
24.263232,172.30.1.7,43.250.152.66,TCP,66
24.26324,172.30.1.7,43.250.152.66,TCP,66
24.263246,172.30.1.7,43.250.152.66,TCP,78
24.263253,172.30.1.7,43.250.152.66,TCP,66
24.263261,172.30.1.7,43.250.152.66,TCP,66
24.263265,172.30.1.7,43.250.152.66,TCP,66
24.26327,172.30.1.7,43.250.152.66,TCP,78
24.263274,172.30.1.7,43.250.152.66,TCP,78
24.265607,43.250.152.66,172.30.1.7,TCP,1514
24.265609,43.250.152.66,172.30.1.7,TCP,1514
24.26561,43.250.152.66,172.30.1.7,TCP,1514
24.265611,43.250.152.66,172.30.1.7,TCP,1514
24.265612,43.250.152.66,172.30.1.7,TCP,1514
24.265613,43.250.152.66,172.30.1.7,TCP,1514
24.265614,43.250.152.66,172.30.1.7,TCP,1514
24.265615,43.250.152.66,172.30.1.7,TCP,1514
24.265616,43.250.152.66,172.30.1.7,TCP,1514
24.265617,43.250.152.66,172.30.1.7,TCP,1514
24.265618,43.250.152.66,172.30.1.7,TCP,1514
24.265619,43.250.152.66,172.30.1.7,TCP,1514
24.26562,43.250.152.66,172.30.1.7,TCP,1514
24.265622,43.250.152.66,172.30.1.7,TCP,1514
24.265623,43.250.152.66,172.30.1.7,TCP,1514
24.265693,172.30.1.7,43.250.152.66,TCP,78
24.265714,172.30.1.7,43.250.152.66,TCP,78
24.265832,43.250.152.66,172.30.1.7,TCP,1514
24.265833,43.250.152.66,172.30.1.7,TCP,1514
24.265834,43.250.152.66,172.30.1.7,TCP,1514
24.265835,43.250.152.66,172.30.1.7,TCP,1514
24.265837,43.250.152.66,172.30.1.7,TCP,1514
24.265838,43.250.152.66,172.30.1.7,TCP,1514
24.265839,43.250.152.66,172.30.1.7,TCP,1514
24.26584,43.250.152.66,172.30.1.7,TCP,1514
24.265841,43.250.152.66,172.30.1.7,TCP,1514
24.265842,43.250.152.66,172.30.1.7,TCP,1514
24.265844,43.250.152.66,172.30.1.7,TCP,1514
24.265845,43.250.152.66,172.30.1.7,TCP,1514
24.265846,43.250.152.66,172.30.1.7,TCP,1514
24.265847,43.250.152.66,172.30.1.7,TCP,1514
24.265848,43.250.152.66,172.30.1.7,TCP,1514
24.265849,43.250.152.66,172.30.1.7,TCP,1514
24.26585,43.250.152.66,172.30.1.7,TCP,1514
24.265851,43.250.152.66,172.30.1.7,TCP,1514
24.265852,43.250.152.66,172.30.1.7,TCP,1514
24.265853,43.250.152.66,172.30.1.7,TCP,1514
24.265854,43.250.152.66,172.30.1.7,TCP,1514
24.265855,43.250.152.66,172.30.1.7,TCP,1514
24.265856,43.250.152.66,172.30.1.7,TCP,1514
24.265857,43.250.152.66,172.30.1.7,TLSv1.3,1514
24.265858,43.250.152.66,172.30.1.7,TLSv1.3,1514
24.265858,43.250.152.66,172.30.1.7,TLSv1.3,1372
24.265859,110.93.154.74,172.30.1.7,TCP,66
24.26586,110.93.154.74,172.30.1.7,TLSv1.3,1514
24.265861,110.93.154.74,172.30.1.7,TCP,1514
24.265862,110.93.154.74,172.30.1.7,TLSv1.3,796
24.265863,61.247.197.76,172.30.1.7,TCP,1514
24.265864,61.247.197.76,172.30.1.7,TCP,1514
24.265931,172.30.1.7,110.93.154.74,TCP,66
24.265947,172.30.1.7,43.250.152.66,TCP,78
24.265953,172.30.1.7,43.250.152.66,TCP,78
24.265959,172.30.1.7,43.250.152.66,TCP,78
24.26597,172.30.1.7,61.247.197.76,TCP,66
24.266092,172.30.1.7,43.250.152.66,TCP,66
24.266283,172.30.1.7,61.247.197.76,TCP,66
24.267102,61.247.197.76,172.30.1.7,TCP,1514
24.267103,61.247.197.76,172.30.1.7,TCP,1514
24.267104,61.247.197.76,172.30.1.7,TCP,1514
24.267105,61.247.197.76,172.30.1.7,TLSv1.3,1514
24.267106,61.247.197.76,172.30.1.7,TLSv1.3,1514
24.267148,172.30.1.7,61.247.197.76,TCP,66
24.267168,172.30.1.7,61.247.197.76,TCP,66
24.267469,172.30.1.7,110.93.154.74,TLSv1.3,130
24.267537,172.30.1.7,110.93.154.74,TLSv1.3,158
24.267595,172.30.1.7,110.93.154.74,TLSv1.3,626
24.292615,61.247.197.71,172.30.1.7,TLSv1.3,1514
24.292617,61.247.197.71,172.30.1.7,TLSv1.3,1514
24.292618,110.93.154.74,172.30.1.7,TLSv1.3,321
24.292947,110.93.154.74,172.30.1.7,TLSv1.3,321
24.292948,110.93.154.74,172.30.1.7,TLSv1.3,130
24.292948,61.247.197.76,172.30.1.7,TLSv1.3,1514
24.292949,61.247.197.76,172.30.1.7,TCP,1514
24.29295,61.247.197.76,172.30.1.7,TCP,1514
24.292951,61.247.197.76,172.30.1.7,TCP,1514
24.292951,61.247.197.76,172.30.1.7,TCP,1514
24.292952,61.247.197.76,172.30.1.7,TCP,1514
24.292953,61.247.197.76,172.30.1.7,TCP,1514
24.292954,61.247.197.76,172.30.1.7,TCP,1514
24.292955,61.247.197.76,172.30.1.7,TCP,1514
24.292956,110.93.154.74,172.30.1.7,TLSv1.3,673
24.29304,172.30.1.7,61.247.197.71,TCP,78
24.293069,172.30.1.7,61.247.197.71,TCP,78
24.29309,172.30.1.7,110.93.154.74,TCP,66
24.293108,172.30.1.7,110.93.154.74,TCP,66
24.293119,172.30.1.7,61.247.197.76,TCP,66
24.293397,172.30.1.7,61.247.197.76,TCP,66
24.293483,172.30.1.7,110.93.154.74,TLSv1.3,97
24.305569,61.247.197.76,172.30.1.7,TCP,1514
24.305571,61.247.197.76,172.30.1.7,TCP,1514
24.305573,61.247.197.76,172.30.1.7,TLSv1.3,1514
24.305574,61.247.197.76,172.30.1.7,TCP,1514
24.305576,61.247.197.76,172.30.1.7,TCP,1514
24.305577,61.247.197.76,172.30.1.7,TCP,1514
24.305579,61.247.197.76,172.30.1.7,TCP,1514
24.30558,61.247.197.76,172.30.1.7,TCP,1514
24.305582,61.247.197.76,172.30.1.7,TCP,1514
24.305583,61.247.197.71,172.30.1.7,TLSv1.3,1365
24.305584,61.247.197.71,172.30.1.7,TCP,1514
24.305694,172.30.1.7,61.247.197.71,TCP,78
24.305739,172.30.1.7,61.247.197.76,TCP,66
24.305869,172.30.1.7,61.247.197.76,TCP,66
24.316343,61.247.197.76,172.30.1.7,TCP,1514
24.316344,61.247.197.76,172.30.1.7,TCP,1514
24.316345,61.247.197.76,172.30.1.7,TCP,1514
24.316346,61.247.197.76,172.30.1.7,TCP,1514
24.316347,61.247.197.76,172.30.1.7,TCP,1514
24.316349,61.247.197.76,172.30.1.7,TLSv1.3,1514
24.31635,61.247.197.76,172.30.1.7,TCP,1514
24.316351,61.247.197.76,172.30.1.7,TCP,1514
24.316352,61.247.197.76,172.30.1.7,TCP,1514
24.316353,61.247.197.71,172.30.1.7,TCP,1514
24.316354,61.247.197.71,172.30.1.7,TCP,1514
24.316355,61.247.197.71,172.30.1.7,TCP,1514
24.316356,61.247.197.71,172.30.1.7,TCP,1514
24.316433,172.30.1.7,61.247.197.71,TCP,78
24.31646,172.30.1.7,61.247.197.76,TCP,66
24.31652,172.30.1.7,61.247.197.71,TCP,78
24.316535,172.30.1.7,61.247.197.76,TCP,66
24.31823,34.128.9.170,172.30.1.7,TLSv1.2,145
24.318231,34.128.9.170,172.30.1.7,TLSv1.2,190
24.318232,34.128.9.170,172.30.1.7,TLSv1.2,117
24.318289,172.30.1.7,34.128.9.170,TCP,66
24.318422,172.30.1.7,34.128.9.170,TLSv1.2,118
24.321632,172.30.1.7,34.128.9.170,TCP,1466
24.32164,172.30.1.7,34.128.9.170,TLSv1.2,338
24.324069,34.128.9.170,172.30.1.7,TCP,66
24.32778,61.247.197.76,172.30.1.7,TCP,1514
24.327781,61.247.197.76,172.30.1.7,TCP,1514
24.327782,61.247.197.76,172.30.1.7,TCP,1514
24.327783,61.247.197.76,172.30.1.7,TCP,1514
24.327784,61.247.197.76,172.30.1.7,TCP,1514
24.327785,61.247.197.76,172.30.1.7,TCP,1514
24.327786,61.247.197.76,172.30.1.7,TCP,1514
24.327787,61.247.197.76,172.30.1.7,TLSv1.3,1514
24.327788,61.247.197.76,172.30.1.7,TCP,1514
24.327788,61.247.197.76,172.30.1.7,TCP,1514
24.327789,61.247.197.71,172.30.1.7,TCP,1514
24.327791,61.247.197.71,172.30.1.7,TCP,1514
24.327792,61.247.197.71,172.30.1.7,TCP,1514
24.327792,61.247.197.71,172.30.1.7,TCP,1514
24.327794,61.247.197.71,172.30.1.7,TCP,1514
24.327794,61.247.197.71,172.30.1.7,TCP,1514
24.327795,61.247.197.71,172.30.1.7,TCP,544
24.327796,61.247.197.71,172.30.1.7,TCP,1514
24.327853,172.30.1.7,61.247.197.71,TCP,78
24.327878,172.30.1.7,61.247.197.76,TCP,66
24.327924,172.30.1.7,61.247.197.71,TCP,78
24.327962,172.30.1.7,61.247.197.76,TCP,66
24.328413,34.128.9.170,172.30.1.7,TCP,66
24.338895,61.247.197.76,172.30.1.7,TCP,1514
24.338897,61.247.197.76,172.30.1.7,TCP,1514
24.338899,61.247.197.76,172.30.1.7,TCP,1514
24.3389,61.247.197.76,172.30.1.7,TCP,1514
24.338901,61.247.197.76,172.30.1.7,TCP,1514
24.338903,61.247.197.76,172.30.1.7,TCP,1514
24.338904,61.247.197.76,172.30.1.7,TCP,1514
24.338905,61.247.197.76,172.30.1.7,TCP,1514
24.338906,61.247.197.76,172.30.1.7,TLSv1.3,1514
24.338908,61.247.197.76,172.30.1.7,TCP,1514
24.338909,61.247.197.71,172.30.1.7,TCP,1514
24.33891,61.247.197.71,172.30.1.7,TCP,1514
24.338911,61.247.197.71,172.30.1.7,TCP,1514
24.338913,61.247.197.71,172.30.1.7,TCP,1514
24.338914,61.247.197.71,172.30.1.7,TCP,1514
24.338915,61.247.197.71,172.30.1.7,TCP,1514
24.338916,61.247.197.71,172.30.1.7,TCP,1514
24.338918,61.247.197.71,172.30.1.7,TCP,1514
24.338919,61.247.197.71,172.30.1.7,TCP,1514
24.33892,61.247.197.71,172.30.1.7,TCP,1514
24.338922,61.247.197.71,172.30.1.7,TCP,1514
24.338923,61.247.197.71,172.30.1.7,TCP,1514
24.338924,61.247.197.71,172.30.1.7,TCP,1514
24.338925,61.247.197.71,172.30.1.7,TCP,1514
24.338927,61.247.197.71,172.30.1.7,TCP,1514
24.338928,61.247.197.71,172.30.1.7,TCP,1514
24.339046,172.30.1.7,61.247.197.71,TCP,78
24.339097,172.30.1.7,61.247.197.71,TCP,78
24.339118,172.30.1.7,61.247.197.76,TCP,66
24.339169,172.30.1.7,61.247.197.71,TCP,78
24.339184,172.30.1.7,61.247.197.76,TCP,66
24.340312,110.93.154.74,172.30.1.7,TCP,66
24.344397,34.128.9.170,172.30.1.7,TLSv1.2,1466
24.344399,34.128.9.170,172.30.1.7,TLSv1.2,1466
24.3444,34.128.9.170,172.30.1.7,TLSv1.2,446
24.344401,34.128.9.170,172.30.1.7,TLSv1.2,1466
24.344403,34.128.9.170,172.30.1.7,TLSv1.2,311
24.344404,34.128.9.170,172.30.1.7,TLSv1.2,130
24.344476,172.30.1.7,34.128.9.170,TCP,66
24.344533,172.30.1.7,34.128.9.170,TCP,66
24.348838,61.247.197.76,172.30.1.7,TCP,1514
24.34884,61.247.197.76,172.30.1.7,TCP,1514
24.348841,61.247.197.76,172.30.1.7,TCP,1514
24.348842,61.247.197.76,172.30.1.7,TCP,1514
24.348843,61.247.197.76,172.30.1.7,TCP,1514
24.348844,61.247.197.76,172.30.1.7,TCP,1514
24.348846,61.247.197.76,172.30.1.7,TCP,1514
24.348847,61.247.197.76,172.30.1.7,TCP,1514
24.348848,61.247.197.76,172.30.1.7,TCP,1514
24.34885,61.247.197.76,172.30.1.7,TLSv1.3,941
24.348851,61.247.197.71,172.30.1.7,TCP,1514
24.348852,61.247.197.71,172.30.1.7,TCP,1514
24.348854,61.247.197.71,172.30.1.7,TCP,1514
24.348855,61.247.197.71,172.30.1.7,TCP,1514
24.348857,61.247.197.71,172.30.1.7,TCP,1514
24.348858,61.247.197.71,172.30.1.7,TCP,1006
24.348859,61.247.197.71,172.30.1.7,TCP,1514
24.348861,61.247.197.71,172.30.1.7,TCP,1514
24.348862,61.247.197.71,172.30.1.7,TCP,1514
24.348863,61.247.197.71,172.30.1.7,TCP,1514
24.348864,61.247.197.71,172.30.1.7,TCP,1514
24.348866,61.247.197.71,172.30.1.7,TCP,1514
24.348867,61.247.197.71,172.30.1.7,TCP,1514
24.348868,61.247.197.71,172.30.1.7,TCP,1514
24.34887,61.247.197.71,172.30.1.7,TCP,1514
24.348871,61.247.197.71,172.30.1.7,TCP,1514
24.348873,61.247.197.71,172.30.1.7,TCP,1514
24.348874,61.247.197.71,172.30.1.7,TCP,1514
24.348875,61.247.197.71,172.30.1.7,TCP,1514
24.348876,61.247.197.71,172.30.1.7,TCP,1514
24.348877,61.247.197.71,172.30.1.7,TCP,1514
24.348879,61.247.197.71,172.30.1.7,TCP,1514
24.348966,172.30.1.7,61.247.197.71,TCP,78
24.34901,172.30.1.7,61.247.197.71,TCP,78
24.349028,172.30.1.7,61.247.197.76,TCP,66
24.349033,172.30.1.7,61.247.197.71,TCP,78
24.349053,172.30.1.7,61.247.197.76,TCP,66
24.350219,61.247.197.71,172.30.1.7,TCP,1514
24.350221,61.247.197.71,172.30.1.7,TCP,1514
24.350222,61.247.197.71,172.30.1.7,TCP,1514
24.350223,61.247.197.71,172.30.1.7,TCP,1514
24.350224,61.247.197.71,172.30.1.7,TCP,1514
24.350225,61.247.197.71,172.30.1.7,TCP,1514
24.350225,61.247.197.71,172.30.1.7,TCP,1514
24.350226,61.247.197.71,172.30.1.7,TCP,1514
24.350227,61.247.197.71,172.30.1.7,TCP,1514
24.350228,61.247.197.71,172.30.1.7,TCP,1514
24.350273,172.30.1.7,61.247.197.71,TCP,78
24.350297,172.30.1.7,61.247.197.71,TCP,78
24.357936,61.247.197.71,172.30.1.7,TCP,1514
24.357938,61.247.197.71,172.30.1.7,TCP,1514
24.357939,61.247.197.71,172.30.1.7,TCP,1514
24.357941,61.247.197.71,172.30.1.7,TCP,1514
24.357943,61.247.197.71,172.30.1.7,TCP,1514
24.357944,61.247.197.71,172.30.1.7,TCP,1514
24.357946,61.247.197.71,172.30.1.7,TCP,1514
24.357947,61.247.197.71,172.30.1.7,TCP,1514
24.357949,61.247.197.71,172.30.1.7,TCP,1514
24.35795,61.247.197.71,172.30.1.7,TCP,1514
24.357952,61.247.197.71,172.30.1.7,TCP,1514
24.357953,61.247.197.71,172.30.1.7,TCP,1514
24.357955,61.247.197.71,172.30.1.7,TCP,1514
24.357956,61.247.197.71,172.30.1.7,TCP,1514
24.357958,61.247.197.71,172.30.1.7,TCP,1514
24.357959,61.247.197.71,172.30.1.7,TCP,1514
24.35796,61.247.197.71,172.30.1.7,TCP,1514
24.357961,61.247.197.71,172.30.1.7,TCP,1514
24.357962,61.247.197.71,172.30.1.7,TCP,1514
24.357964,61.247.197.71,172.30.1.7,TCP,1514
24.357965,61.247.197.71,172.30.1.7,TCP,1514
24.357967,61.247.197.71,172.30.1.7,TCP,1514
24.357968,61.247.197.71,172.30.1.7,TCP,1514
24.357969,61.247.197.71,172.30.1.7,TCP,1514
24.35797,61.247.197.71,172.30.1.7,TCP,1514
24.357971,61.247.197.71,172.30.1.7,TCP,1514
24.357973,61.247.197.71,172.30.1.7,TCP,1514
24.357974,61.247.197.71,172.30.1.7,TCP,1514
24.357976,61.247.197.71,172.30.1.7,TCP,1514
24.357977,61.247.197.71,172.30.1.7,TCP,1514
24.357978,61.247.197.71,172.30.1.7,TCP,960
24.35798,61.247.197.71,172.30.1.7,TCP,1514
24.357981,61.247.197.71,172.30.1.7,TCP,1514
24.357982,61.247.197.71,172.30.1.7,TCP,1514
24.357984,61.247.197.71,172.30.1.7,TCP,1514
24.357985,61.247.197.71,172.30.1.7,TCP,1514
24.357986,61.247.197.71,172.30.1.7,TCP,1514
24.357987,61.247.197.71,172.30.1.7,TCP,1514
24.357989,61.247.197.71,172.30.1.7,TCP,1514
24.35799,61.247.197.71,172.30.1.7,TCP,1514
24.357991,61.247.197.71,172.30.1.7,TCP,1514
24.357992,61.247.197.71,172.30.1.7,TCP,1514
24.357994,61.247.197.71,172.30.1.7,TCP,1514
24.357995,61.247.197.71,172.30.1.7,TCP,1514
24.358119,172.30.1.7,61.247.197.71,TCP,78
24.358161,172.30.1.7,61.247.197.71,TCP,78
24.358172,172.30.1.7,61.247.197.71,TCP,78
24.358187,172.30.1.7,61.247.197.71,TCP,78
24.358198,172.30.1.7,61.247.197.71,TCP,78
24.358215,172.30.1.7,61.247.197.71,TCP,78
24.359768,61.247.197.71,172.30.1.7,TCP,1514
24.359769,61.247.197.71,172.30.1.7,TCP,1514
24.35977,61.247.197.71,172.30.1.7,TCP,1514
24.359771,61.247.197.71,172.30.1.7,TCP,1514
24.359772,61.247.197.71,172.30.1.7,TCP,1514
24.359773,61.247.197.71,172.30.1.7,TCP,1514
24.359774,61.247.197.71,172.30.1.7,TCP,1514
24.359775,61.247.197.71,172.30.1.7,TCP,1514
24.359776,61.247.197.71,172.30.1.7,TCP,1514
24.359777,61.247.197.71,172.30.1.7,TCP,1514
24.359778,61.247.197.71,172.30.1.7,TCP,1514
24.359779,61.247.197.71,172.30.1.7,TCP,1514
24.35978,61.247.197.71,172.30.1.7,TCP,1514
24.359781,61.247.197.71,172.30.1.7,TCP,1514
24.359783,61.247.197.71,172.30.1.7,TCP,1514
24.359783,61.247.197.71,172.30.1.7,TCP,1514
24.359784,61.247.197.71,172.30.1.7,TCP,1514
24.359786,61.247.197.71,172.30.1.7,TCP,1514
24.359787,61.247.197.71,172.30.1.7,TCP,1514
24.359788,61.247.197.71,172.30.1.7,TCP,1514
24.359838,172.30.1.7,61.247.197.71,TCP,78
24.35986,172.30.1.7,61.247.197.71,TCP,78
24.359879,172.30.1.7,61.247.197.71,TCP,78
24.366699,61.247.197.71,172.30.1.7,TCP,1514
24.366701,61.247.197.71,172.30.1.7,TCP,1514
24.366703,61.247.197.71,172.30.1.7,TCP,1514
24.366704,61.247.197.71,172.30.1.7,TCP,1514
24.366705,61.247.197.71,172.30.1.7,TCP,1514
24.366706,61.247.197.71,172.30.1.7,TCP,1514
24.366707,61.247.197.71,172.30.1.7,TCP,1514
24.366708,61.247.197.71,172.30.1.7,TCP,1514
24.36671,61.247.197.71,172.30.1.7,TCP,1514
24.366711,61.247.197.71,172.30.1.7,TCP,1514
24.366712,61.247.197.71,172.30.1.7,TCP,1514
24.366714,61.247.197.71,172.30.1.7,TCP,1514
24.366715,61.247.197.71,172.30.1.7,TCP,1514
24.366716,61.247.197.71,172.30.1.7,TCP,1514
24.366717,61.247.197.71,172.30.1.7,TCP,1514
24.366719,61.247.197.71,172.30.1.7,TCP,1514
24.36672,61.247.197.71,172.30.1.7,TCP,1514
24.366721,61.247.197.71,172.30.1.7,TCP,1514
24.366723,61.247.197.71,172.30.1.7,TCP,1514
24.366724,61.247.197.71,172.30.1.7,TCP,1514
24.366725,61.247.197.71,172.30.1.7,TCP,1514
24.366727,61.247.197.71,172.30.1.7,TCP,1514
24.366728,61.247.197.71,172.30.1.7,TCP,1514
24.366729,61.247.197.71,172.30.1.7,TCP,1514
24.36673,61.247.197.71,172.30.1.7,TCP,1514
24.366731,61.247.197.71,172.30.1.7,TCP,1514
24.366732,61.247.197.71,172.30.1.7,TCP,1514
24.366734,61.247.197.71,172.30.1.7,TCP,1514
24.366735,61.247.197.71,172.30.1.7,TCP,1514
24.366736,61.247.197.71,172.30.1.7,TCP,1514
24.366738,61.247.197.71,172.30.1.7,TCP,1514
24.366739,61.247.197.71,172.30.1.7,TCP,1514
24.36674,61.247.197.71,172.30.1.7,TCP,1514
24.366843,172.30.1.7,61.247.197.71,TCP,78
24.366887,172.30.1.7,61.247.197.71,TCP,78
24.366899,172.30.1.7,61.247.197.71,TCP,78
24.36691,172.30.1.7,61.247.197.71,TCP,78
24.366918,172.30.1.7,61.247.197.71,TCP,78
24.369001,61.247.197.71,172.30.1.7,TCP,1514
24.369003,61.247.197.71,172.30.1.7,TCP,1438
24.369005,61.247.197.71,172.30.1.7,TCP,1514
24.369006,61.247.197.71,172.30.1.7,TCP,1514
24.369008,61.247.197.71,172.30.1.7,TCP,1514
24.369009,61.247.197.71,172.30.1.7,TCP,1514
24.369011,61.247.197.71,172.30.1.7,TCP,1514
24.369012,61.247.197.71,172.30.1.7,TCP,1514
24.369014,61.247.197.71,172.30.1.7,TCP,1514
24.369015,61.247.197.71,172.30.1.7,TCP,1514
24.369017,61.247.197.71,172.30.1.7,TCP,1514
24.369018,61.247.197.71,172.30.1.7,TCP,1514
24.36902,61.247.197.71,172.30.1.7,TCP,1514
24.369021,61.247.197.71,172.30.1.7,TCP,544
24.369022,61.247.197.71,172.30.1.7,TCP,1514
24.369024,61.247.197.71,172.30.1.7,TCP,1514
24.369025,61.247.197.71,172.30.1.7,TCP,1514
24.369027,61.247.197.71,172.30.1.7,TCP,1514
24.369028,61.247.197.71,172.30.1.7,TCP,1514
24.369029,61.247.197.71,172.30.1.7,TCP,1514
24.369031,61.247.197.71,172.30.1.7,TCP,1514
24.369033,61.247.197.71,172.30.1.7,TCP,1514
24.369034,61.247.197.71,172.30.1.7,TCP,1514
24.369036,61.247.197.71,172.30.1.7,TCP,1514
24.369037,61.247.197.71,172.30.1.7,TCP,1514
24.369039,61.247.197.71,172.30.1.7,TCP,1514
24.36904,61.247.197.71,172.30.1.7,TCP,1514
24.369042,61.247.197.71,172.30.1.7,TCP,1514
24.369043,61.247.197.71,172.30.1.7,TCP,1514
24.369044,61.247.197.71,172.30.1.7,TCP,1514
24.369046,61.247.197.71,172.30.1.7,TCP,1514
24.369047,61.247.197.71,172.30.1.7,TCP,1514
24.369049,61.247.197.71,172.30.1.7,TCP,1514
24.36905,61.247.197.71,172.30.1.7,TCP,1514
24.369052,61.247.197.71,172.30.1.7,TCP,1514
24.369053,61.247.197.71,172.30.1.7,TCP,1514
24.369054,61.247.197.71,172.30.1.7,TCP,1006
24.369056,61.247.197.71,172.30.1.7,TCP,1514
24.369057,61.247.197.71,172.30.1.7,TCP,1514
24.369058,61.247.197.71,172.30.1.7,TCP,1514
24.36906,61.247.197.71,172.30.1.7,TCP,1514
24.369061,61.247.197.71,172.30.1.7,TCP,1514
24.369063,61.247.197.71,172.30.1.7,TCP,1514
24.369064,61.247.197.71,172.30.1.7,TCP,1514
24.369065,61.247.197.71,172.30.1.7,TCP,1514
24.369067,61.247.197.71,172.30.1.7,TCP,1514
24.369069,61.247.197.71,172.30.1.7,TCP,1514
24.36907,61.247.197.71,172.30.1.7,TCP,1514
24.369072,61.247.197.71,172.30.1.7,TCP,528
24.369073,61.247.197.71,172.30.1.7,TCP,1514
24.369075,61.247.197.71,172.30.1.7,TCP,1514
24.369076,61.247.197.71,172.30.1.7,TCP,1514
24.369078,61.247.197.71,172.30.1.7,TCP,1514
24.369079,61.247.197.71,172.30.1.7,TCP,1514
24.36908,61.247.197.71,172.30.1.7,TCP,1514
24.369082,61.247.197.71,172.30.1.7,TCP,1514
24.369083,61.247.197.71,172.30.1.7,TCP,1514
24.369085,61.247.197.71,172.30.1.7,TCP,1514
24.369086,61.247.197.71,172.30.1.7,TCP,1514
24.369087,61.247.197.71,172.30.1.7,TCP,1514
24.369088,61.247.197.71,172.30.1.7,TCP,544
24.369089,61.247.197.71,172.30.1.7,TCP,1514
24.369091,61.247.197.71,172.30.1.7,TCP,1514
24.369092,61.247.197.71,172.30.1.7,TCP,1514
24.369093,61.247.197.71,172.30.1.7,TCP,1514
24.369095,61.247.197.71,172.30.1.7,TCP,1514
24.369096,61.247.197.71,172.30.1.7,TCP,1514
24.369102,61.247.197.71,172.30.1.7,TCP,1514
24.369103,61.247.197.71,172.30.1.7,TCP,1514
24.369193,61.247.197.71,172.30.1.7,TCP,1514
24.369195,61.247.197.71,172.30.1.7,TCP,1514
24.369209,172.30.1.7,61.247.197.71,TCP,78
24.369245,172.30.1.7,61.247.197.71,TCP,78
24.369259,172.30.1.7,61.247.197.71,TCP,78
24.36928,172.30.1.7,61.247.197.71,TCP,78
24.369286,172.30.1.7,61.247.197.71,TCP,78
24.369287,172.30.1.7,61.247.197.71,TCP,78
24.369288,172.30.1.7,61.247.197.71,TCP,78
24.36929,172.30.1.7,61.247.197.71,TCP,78
24.369291,172.30.1.7,61.247.197.71,TCP,78
24.369367,172.30.1.7,61.247.197.71,TCP,78
24.370712,61.247.197.71,172.30.1.7,TCP,1514
24.370714,61.247.197.71,172.30.1.7,TCP,1514
24.370755,172.30.1.7,61.247.197.71,TCP,78
24.370791,172.30.1.7,61.247.197.71,TCP,78
24.380201,61.247.197.71,172.30.1.7,TCP,1514
24.380203,61.247.197.71,172.30.1.7,TCP,1514
24.380204,61.247.197.71,172.30.1.7,TCP,1514
24.380205,61.247.197.71,172.30.1.7,TCP,1514
24.380207,61.247.197.71,172.30.1.7,TCP,1514
24.380208,61.247.197.71,172.30.1.7,TCP,1514
24.380209,61.247.197.71,172.30.1.7,TCP,1514
24.380211,61.247.197.71,172.30.1.7,TCP,1514
24.380212,61.247.197.71,172.30.1.7,TCP,1514
24.380214,61.247.197.71,172.30.1.7,TCP,1514
24.380215,61.247.197.71,172.30.1.7,TCP,1006
24.380217,61.247.197.71,172.30.1.7,TCP,1514
24.380218,61.247.197.71,172.30.1.7,TCP,1514
24.380219,61.247.197.71,172.30.1.7,TCP,1514
24.380221,61.247.197.71,172.30.1.7,TCP,1514
24.380222,61.247.197.71,172.30.1.7,TCP,1514
24.380223,61.247.197.71,172.30.1.7,TCP,1514
24.380224,61.247.197.71,172.30.1.7,TCP,1514
24.380225,61.247.197.71,172.30.1.7,TCP,1514
24.380227,61.247.197.71,172.30.1.7,TCP,1514
24.380228,61.247.197.71,172.30.1.7,TCP,1514
24.380229,61.247.197.71,172.30.1.7,TCP,1514
24.380324,172.30.1.7,61.247.197.71,TCP,78
24.38036,172.30.1.7,61.247.197.71,TCP,78
24.380433,172.30.1.7,61.247.197.71,TCP,78
24.389174,61.247.197.71,172.30.1.7,TCP,1514
24.389176,61.247.197.71,172.30.1.7,TCP,1514
24.389178,61.247.197.71,172.30.1.7,TCP,1514
24.389179,61.247.197.71,172.30.1.7,TCP,1514
24.38918,61.247.197.71,172.30.1.7,TCP,1514
24.389182,61.247.197.71,172.30.1.7,TCP,1514
24.389277,172.30.1.7,61.247.197.71,TCP,78
24.389312,61.247.197.71,172.30.1.7,TCP,1514
24.389314,61.247.197.71,172.30.1.7,TCP,1514
24.389315,61.247.197.71,172.30.1.7,TCP,1514
24.389317,61.247.197.71,172.30.1.7,TCP,1514
